"Account","Date","kWh","month","day","year","hour","DayofWeek","weekdays","peakhour","temperature"
999999999,"1/12/2014",34.7151531179722,1,12,2014,7,0,0,1,42.1
999999999,"1/12/2014",34.8435899792714,1,12,2014,8,0,0,1,43
999999999,"1/12/2014",35.4609415489143,1,12,2014,9,0,0,1,44.1
999999999,"1/12/2014",35.5893784102135,1,12,2014,10,0,0,1,45
999999999,"1/12/2014",38.1623888132307,1,12,2014,11,0,0,1,46.9
999999999,"1/12/2014",31.4460197577196,1,12,2014,12,0,0,1,45
999999999,"1/12/2014",29.3743404314727,1,12,2014,13,0,0,1,45
999999999,"1/12/2014",27.3026611052258,1,12,2014,14,0,0,1,45
999999999,"1/12/2014",23.0308655914327,1,12,2014,15,0,0,1,44.1
999999999,"1/12/2014",18.270155369296,1,12,2014,16,0,0,1,43
999999999,"1/12/2014",13.9983598555028,1,12,2014,17,0,0,1,42.1
999999999,"1/12/2014",9.23764963336613,1,12,2014,18,0,0,1,41
999999999,"1/12/2014",4.47693941122941,1,12,2014,19,0,0,1,39.9
999999999,"1/12/2014",-83.5360600156704,1,12,2014,20,0,0,0,39.9
999999999,"1/12/2014",-85.6077393419173,1,12,2014,21,0,0,0,39.9
999999999,"1/12/2014",-92.5685657516002,1,12,2014,22,0,0,0,37.9
999999999,"1/12/2014",-94.6402450778471,1,12,2014,23,0,0,0,37.9
999999999,"1/13/2014",34.4119226369547,1,13,2014,0,1,1,0,37
999999999,"1/13/2014",32.3402433107077,1,13,2014,1,1,1,0,37
999999999,"1/13/2014",30.2685639844608,1,13,2014,2,1,1,0,37
999999999,"1/13/2014",20.8631640330599,1,13,2014,3,1,1,0,34
999999999,"1/13/2014",16.5913685192668,1,13,2014,4,1,1,0,33.1
999999999,"1/13/2014",9.14162740124034,1,13,2014,5,1,1,0,30.9
999999999,"1/13/2014",22.905,1,13,2014,6,1,1,0,30.9
999999999,"1/13/2014",104.789997,1,13,2014,7,1,1,1,33.1
999999999,"1/13/2014",135.419997,1,13,2014,8,1,1,1,37
999999999,"1/13/2014",128.789997,1,13,2014,9,1,1,1,41
999999999,"1/13/2014",128.474997,1,13,2014,10,1,1,1,44.1
999999999,"1/13/2014",102.284999,1,13,2014,11,1,1,1,46.9
999999999,"1/13/2014",95.234999,1,13,2014,12,1,1,1,50
999999999,"1/13/2014",85.89,1,13,2014,13,1,1,1,48.9
999999999,"1/13/2014",73.815,1,13,2014,14,1,1,1,48.9
999999999,"1/13/2014",31.14,1,13,2014,15,1,1,1,46.9
999999999,"1/13/2014",106.7629618514,1,13,2014,16,1,1,1,45
999999999,"1/13/2014",107.135856066871,1,13,2014,17,1,1,1,46
999999999,"1/13/2014",102.619603198907,1,13,2014,18,1,1,1,45
999999999,"1/13/2014",100.54792387266,1,13,2014,19,1,1,1,45
999999999,"1/13/2014",10.3348082582137,1,13,2014,20,1,1,0,44.1
999999999,"1/13/2014",15.1079348487771,1,13,2014,21,1,1,0,46.9
999999999,"1/13/2014",13.0362555225302,1,13,2014,22,1,1,0,46.9
999999999,"1/13/2014",13.653607092173,1,13,2014,23,1,1,0,48
999999999,"1/14/2014",65.1732401564655,1,14,2014,0,2,1,0,48.9
999999999,"1/14/2014",60.9014446426724,1,14,2014,1,2,1,0,48
999999999,"1/14/2014",58.8297653164255,1,14,2014,2,2,1,0,48
999999999,"1/14/2014",54.0690550942887,1,14,2014,3,2,1,0,46.9
999999999,"1/14/2014",47.3526860387776,1,14,2014,4,2,1,0,45
999999999,"1/14/2014",43.0808905249846,1,14,2014,5,2,1,0,44.1
999999999,"1/14/2014",47.854017115548,1,14,2014,6,2,1,0,46.9
999999999,"1/14/2014",81.629998,1,14,2014,7,2,1,1,48
999999999,"1/14/2014",101.039993,1,14,2014,8,2,1,1,46.9
999999999,"1/14/2014",92.205,1,14,2014,9,2,1,1,46.9
999999999,"1/14/2014",91.979999,1,14,2014,10,2,1,1,48
999999999,"1/14/2014",81.765,1,14,2014,11,2,1,1,48
999999999,"1/14/2014",63.36,1,14,2014,12,2,1,1,48.9
999999999,"1/14/2014",63.27,1,14,2014,13,2,1,1,46.9
999999999,"1/14/2014",53.355,1,14,2014,14,2,1,1,46.9
999999999,"1/14/2014",23.655,1,14,2014,15,2,1,1,46.9
999999999,"1/14/2014",113.078543953731,1,14,2014,16,2,1,1,46.9
999999999,"1/14/2014",106.36217489822,1,14,2014,17,2,1,1,45
999999999,"1/14/2014",111.624216197127,1,14,2014,18,2,1,1,48
999999999,"1/14/2014",106.863505974991,1,14,2014,19,2,1,1,46.9
999999999,"1/14/2014",16.6503903605447,1,14,2014,20,2,1,0,46
999999999,"1/14/2014",12.1341374925798,1,14,2014,21,2,1,0,45
999999999,"1/14/2014",10.0624581663329,1,14,2014,22,2,1,0,45
999999999,"1/14/2014",5.79066265253974,1,14,2014,23,2,1,0,44.1
999999999,"1/15/2014",52.4211486333962,1,15,2014,0,3,1,0,43
999999999,"1/15/2014",50.3494693071493,1,15,2014,1,3,1,0,43
999999999,"1/15/2014",46.0776737933562,1,15,2014,2,3,1,0,42.1
999999999,"1/15/2014",41.3169635712195,1,15,2014,3,3,1,0,41
999999999,"1/15/2014",34.3561371615366,1,15,2014,4,3,1,0,39
999999999,"1/15/2014",27.3953107518537,1,15,2014,5,3,1,0,37
999999999,"1/15/2014",22.8790578838888,1,15,2014,6,3,1,0,36
999999999,"1/15/2014",59.565,1,15,2014,7,3,1,1,37
999999999,"1/15/2014",89.114999,1,15,2014,8,3,1,1,39
999999999,"1/15/2014",95.624999,1,15,2014,9,3,1,1,42.1
999999999,"1/15/2014",109.274998,1,15,2014,10,3,1,1,44.1
999999999,"1/15/2014",79.74,1,15,2014,11,3,1,1,46
999999999,"1/15/2014",68.895,1,15,2014,12,3,1,1,46
999999999,"1/15/2014",59.325,1,15,2014,13,3,1,1,46.9
999999999,"1/15/2014",49.245,1,15,2014,14,3,1,1,46
999999999,"1/15/2014",18.33,1,15,2014,15,3,1,1,44.1
999999999,"1/15/2014",103.015483326552,1,15,2014,16,3,1,1,42.1
999999999,"1/15/2014",95.5657422085255,1,15,2014,17,3,1,1,39.9
999999999,"1/15/2014",93.4940628822785,1,15,2014,18,3,1,1,39.9
999999999,"1/15/2014",96.8004453478112,1,15,2014,19,3,1,1,42.1
999999999,"1/15/2014",1.20926794158564,1,15,2014,20,3,1,0,39
999999999,"1/15/2014",-3.55144228055107,1,15,2014,21,3,1,0,37.9
999999999,"1/15/2014",-2.93409071090824,1,15,2014,22,3,1,0,39
999999999,"1/15/2014",-7.69480093304492,1,15,2014,23,3,1,0,37.9
999999999,"1/16/2014",36.9800262144372,1,16,2014,0,4,1,0,36
999999999,"1/16/2014",32.7082307006441,1,16,2014,1,4,1,0,35.1
999999999,"1/16/2014",30.6365513743971,1,16,2014,2,4,1,0,35.1
999999999,"1/16/2014",30.7649882356964,1,16,2014,3,4,1,0,36
999999999,"1/16/2014",23.8041618260135,1,16,2014,4,4,1,0,34
